source_row,split,sentence1,sentence2,similarity,sentence1_original,sentence1_id,sentence1_token_length,sentence1_tokens_removed,sentence2_original,sentence2_id,sentence2_token_length,sentence2_tokens_removed,baseline_similarity
537,search,bomb blasts before indian opposition rally kill 4,Some Syria violence qualifies as civil war -Red Cross,0.7584839,bomb blasts before indian opposition rally kill 4,ae874b808abe870bfc9c697ed6aeff6a30ef7c364ff350348402f1c719a8a80e,10,0,Some Syria violence qualifies as civil war -Red Cross,d314dcc98d66af26ec52e2f1b9fa5e5045fca292b82a48bfc94307ec081dddc4,14,0,0.75848377
538,validation,"an established or recognized right , formal or informal .",where you live at a particular time .,0.7590049,"an established or recognized right , formal or informal .",9dde797fe7950540c8c79da33bc5199f7ca2168d680ac8f1411553e69fd734c0,12,0,where you live at a particular time .,ab24b71651d1277590d4eeed106800672f7f15c5a99f753181ff09af50b19489,10,0,0.7590048
539,search,new zealand votes to legalise same-sex marriage,u.k. prime minister defends decision to seek e.u. vote,0.7595275,new zealand votes to legalise same-sex marriage,76813c35268d5a8c38115d85702151ff715cdd82cbde84c89ad7e1c35de00390,15,0,u.k. prime minister defends decision to seek e.u. vote,f954c9d8b9e4fb972422e11bf16093bc7a440b8907c9c3d0167fa8d9d865c410,18,0,0.75952744
550,test,us ups pressure on israel as un demands gaza truce,"gunshots , explosions rock thai protest day ahead of polls",0.76524377,us ups pressure on israel as un demands gaza truce,47dcac9ff012f445153f756d6f4b413c56a0a3e4011e00a69b8fecf48a040f71,14,0,"gunshots , explosions rock thai protest day ahead of polls",8746d6b9f4577f4a3ff02426f640b24269070c63d8e2a7bd6ff4a3b3c507a680,18,0,0.7652439
551,search,the territory occupied by a nation .,Some Syria violence qualifies as civil war -Red Cross,0.76576555,the territory occupied by a nation .,58c180e2531e1cdadabb286c193d53acf56d00a7e07678e6d85c4027b3ce1022,10,0,Some Syria violence qualifies as civil war -Red Cross,d314dcc98d66af26ec52e2f1b9fa5e5045fca292b82a48bfc94307ec081dddc4,14,0,0.7657657
552,search,"the pour : in describing wines , 5 words not to fear",express audibly ; utter sounds ( not necessarily words ) .,0.76628333,"the pour : in describing wines , 5 words not to fear",d75d28520a1ff601bbbdba8b9e20d5348728c11ab0c8fab12d3a121e6bfbe377,15,0,express audibly ; utter sounds ( not necessarily words ) .,6722820342ab85f03b9c997e74aa09956a7c18ca1b1c522f177d7fa56833f92f,17,0,0.76628333
555,search,a solid piece of something ( usually having flat rectangular sides ) .,to catch in or as if in a trap ; immobilize,0.7678459,a solid piece of something ( usually having flat rectangular sides ) .,2b9ea3e61aba3204641580469d3285425b0296027deb61706ac34d9637b03617,16,0,to catch in or as if in a trap ; immobilize,1435d048d13d1d00ef07757622416cd37a142de23b93ab08e67f67b5a717a0eb,16,0,0.76784575
556,search,You have a problem.,you need to pick how and where you want to place your foot and do it .,0.7683594,You have a problem.,f216145889279b860f4840021d8de2e69a3e926f0bd80937d5cd8434506da76c,6,0,you need to pick how and where you want to place your foot and do it .,e9c5d3583fd69fe7f83f6972cb2379ff3a6870441818923a5312ee9f94d9c4ab,18,0,0.76835936
559,search,The woman is putting makeup on the man,Someone is drawing a person,0.76992595,The woman is putting makeup on the man,043d1949fef95bafbdedaca5c70cdb979b2bc036e02f933321e9d2e213b7b29b,9,0,Someone is drawing a person,c34096e0bdca5f90f75c8d14f98ce2ed90749d5d23fd3a2e317bf219db1fd03e,6,0,0.7699261
561,validation,mix or breed things of different varieties or qualities,the best thing you can do is to know your stuff .,0.7709635,mix or breed things of different varieties or qualities,68997352e1d79feb49d11ddf9a3d1751db66eea99549e8863b289c5eed9cdfd6,9,0,the best thing you can do is to know your stuff .,ff039a9c2b4b8b4c919f34fc71a36e07fa6221147a7d90a7fb2bac05648cb921,13,0,0.7709633
566,test,"reimburse or compensate ( someone ) , as for a loss .","treat , process , heat , melt , or refine in a reverberatory furnace .",0.7735605,"reimburse or compensate ( someone ) , as for a loss .",d37a656ac0013819a0e4dc84d39d0f40062a90ba7c898f834da977641e55bccb,16,0,"treat , process , heat , melt , or refine in a reverberatory furnace .",e0bdbae830a3e4d20991171e6bd411b52e62e4297115c526588008e8d59ff010,25,0,0.77356046
568,test,A dog is running towards a ball,the path does not close,0.7746053,A dog is running towards a ball,1bd1b616cfdf80526df70126d73096cc061ba90d8ecac8ac73b3fa127b4d19dc,8,0,the path does not close,cbb106b4735e40aebbec7e66a2df134f6084e7b0f70eccf7cea8b88fa79d8957,5,0,0.7746053
573,search,a black dog is chasing two birds on the shore of the ocean .,A skunk is looking here and there.,0.77720153,a black dog is chasing two birds on the shore of the ocean .,3c827e36af6e4d44eb1f5578c88e82d01081e8a3e943b7def5ea5a6a2e17a8d4,17,0,A skunk is looking here and there.,17dff8993bb67556e367e65dc4a09ae1bca1c2485d5ff079fe75dff2c34d8e75,11,0,0.7772013
577,search,"tragic . my thoughts and prayers go out to all ... "" at least 220 killed in brazil nightclub fire """,death toll in colorado floods rises to four,0.77928174,"tragic . my thoughts and prayers go out to all ... "" at least 220 killed in brazil nightclub fire """,2b8709d53dc600c9aeb01512f8268393b232b7a486da494a3174137eea65150c,27,0,death toll in colorado floods rises to four,7b6fec6c7422d77f32e14f18b5f06c68838a1efdba6b8b2d6a4d264d14ece552,14,0,0.77928185
578,validation,6 killed in afghan capital mosque attack,"Egypt braces for more protests, prays for calm",0.7798023,6 killed in afghan capital mosque attack,c1132d415adf1ea28ad705b8754ffe46374032647cb364637991fb046d99fed8,10,0,"Egypt braces for more protests, prays for calm",d50efaa65cbc78a7e6e20852c751e02f8fe13b199da91da89c6ae77ebc777df6,12,0,0.77980244
579,test,fire at south korean bus terminal kills 5,“ : secret service dog falls to its death ” <unk> <unk>,0.7803249,fire at south korean bus terminal kills 5,1770d9e3065d4613ca96a0254cf24e452e812d7f3749a097810b19058a4886b2,12,0,“ : secret service dog falls to its death ” 😢 🐶,c307795ad9a8b73211379e7c3b50ed07676b8d19670e4989d7bfe0fc78eca4d7,16,0,0.77730006
580,test,cause ( a liquid ) to leach or percolate .,"guide , draw through",0.7808448,cause ( a liquid ) to leach or percolate .,2d8e1a5a325c55f82dea709d82d1818366c80f8bd8c006bae7a3840ba9555896,16,0,"guide , draw through",4f8854534c77a9a3e9dca9340cc9cd54b79521b8935c15af6aa2f56335bfd0ef,5,0,0.7808447
583,search,could be a lot of things .,your worry is a valid one ; the reader could be frustrated by this .,0.78239894,could be a lot of things .,77ac9d38ddb85b70d58bbd67fca83d60df37ce9090f4b671e127b6848647573a,9,0,your worry is a valid one ; the reader could be frustrated by this .,722e6e178e1f8c7d82bbb22319901537bf68d30fd2a16e2f168a359fcfd052e7,18,0,0.78239906
586,search,"he was listed last night in critical but stable condition at kings county hospital center , police said .",knox county health department is following national centers for disease control and prevention protocol to contain infection .,0.7839673,"he was listed last night in critical but stable condition at kings county hospital center , police said .",588dad85b9e885f3b3e2a34b567e9acbf3568e6b5a3fbd23567984e6c39d6a8a,24,0,knox county health department is following national centers for disease control and prevention protocol to contain infection .,51d17beef57195baefd67052f8bb3c04feeb6809dbb8aee06d7cecad9541a1de,21,0,0.7839675
590,search,afghan parliament votes to oust key ministers,new zealand votes to legalise same-sex marriage,0.786041,afghan parliament votes to oust key ministers,c317ecdd8b3003689aec81d9a0ae60c0790c808d6fa496303decfd0c1cac57e0,13,0,new zealand votes to legalise same-sex marriage,76813c35268d5a8c38115d85702151ff715cdd82cbde84c89ad7e1c35de00390,15,0,0.7860409
595,validation,6 killed in afghan capital mosque attack,homs offensive kills 200,0.78864384,6 killed in afghan capital mosque attack,c1132d415adf1ea28ad705b8754ffe46374032647cb364637991fb046d99fed8,10,0,homs offensive kills 200,b548113f93b103915325578bf98ab6e44f1d63365dc53a5cb077c21df1ba08a6,7,0,0.788644
599,search,a bicycle is parked by a shop .,young redheaded man holding two bicycles near beach .,0.79071766,a bicycle is parked by a shop .,8abe97c8ba194af3d3f0c53cb0e59204b8997d3a899bd75ffad8112c48d459ab,12,0,young redheaded man holding two bicycles near beach .,04ffdaa937255932ba92b733ce09ec73db358c9dc0f2dd6ada6e133aaeed495a,12,0,0.79071754
600,search,car bombing kills 53 in damascus,"more than 10,000 people , most of them civilians , have been killed in three decades of insurgency .",0.79124534,car bombing kills 53 in damascus,170c93930185ee6cdab21ad28745643c8eff966c3e0b86dc2ba7cbc95f598f8b,12,0,"more than 10,000 people , most of them civilians , have been killed in three decades of insurgency .",26c3fa7618bd7b05a9d85e16d987fc5fd2cdb46df456503e3b2daed0335339d3,26,0,0.79124546
601,search,A person is making a bed,"a living room with a blue sofa , camp bed , wooden bench and dresser .",0.7917669,A person is making a bed,9667a19c35518ce0429aec19f78ad074d5d2d1484b9c8fbf3d43e0dcc5d5cdbf,7,0,"a living room with a blue sofa , camp bed , wooden bench and dresser .",a1e496d93e76a218e5e1b50b96336e45d462572e704440f0c201e9ab0f55efae,22,0,0.79176676
603,test,cause ( a liquid ) to leach or percolate .,cause to reproduce ( plants or animals ),0.79279864,cause ( a liquid ) to leach or percolate .,2d8e1a5a325c55f82dea709d82d1818366c80f8bd8c006bae7a3840ba9555896,16,0,cause to reproduce ( plants or animals ),c2682d61053e7f811a1ff6670095785dc05daa6576d2868e0320733e614c4ea2,9,0,0.7927985
610,validation,A man is playing the trumpet.,a man is singing and playing the guitar .,0.7964293,A man is playing the trumpet.,7a317cab4ff0f7f0323e6731c36f8cb056a5e60a539fada0a1d1f56457cdc8ef,7,0,a man is singing and playing the guitar .,b3e7e0164344e4aaf8ebeae7941bc38ce4d58c52ffe685d19a4b48b335710c39,11,0,0.7964294
613,test,the state of being depleted .,lessen in force or effect .,0.79800344,the state of being depleted .,7e2413203e18802604005006244dc9c1b91b56a0ef80eef1a9749e99fa9d83fc,9,0,lessen in force or effect .,8c108214a459db177a50554654294a16ede970b222c77e1e8e4aa70b50600c30,8,0,0.7980037
617,test,cause to be in brief contact with .,cause to become awake or conscious .,0.8000752,cause to be in brief contact with .,0e98c79839fa77228356b76b8187809d9fc90fea5ff4bee43969b06a6184c5ce,9,0,cause to become awake or conscious .,7f0fdb5fadb9b73d1e09fad54984eba9e46d015c40ee3a6cb3321809ccbeaeb8,8,0,0.8000752
620,search,bulb b and c are on a closed path to the battery,gap between 3 and positive battery,0.8016387,bulb b and c are on a closed path to the battery,601e93ab31aec3b6cc3da07b623c5316776cc8c39d34507fbaced9aba1c018bb,15,0,gap between 3 and positive battery,ed89944f789cb49dd4ad678becd382af0e17eac87344278634dd2ed4863a478e,6,0,0.80163884
623,search,British Girl And Grandad Drown In Portugal,death toll rises in russia plane crash,0.8032047,British Girl And Grandad Drown In Portugal,9d0f9a5fa1911aa8052d7e0d0bf53d13ac4689c3bcd9e4604502a60988af68ad,10,0,death toll rises in russia plane crash,3118586f77ebde85d1d82f876c232d471eef69f6063122a2fba6f61381b4257c,10,0,0.803205
